year,Base case cost,Modeled diesel efficiency
2019,130859.275686,300196.696286
2020,139597.672357,303893.027986
2021,146062.994299,305622.482766
2022,149991.662342,305143.10989
2023,153280.427494,304176.949839
2024,155666.531705,302482.906419
2025,158930.663289,301677.614139
2026,162323.425614,301077.681196
2027,165112.41428,300015.213002
2028,167889.907281,299026.620258
2029,170776.324169,298219.398932
2030,172647.871754,296569.988765
2031,176366.333356,296678.126093
2032,179956.164219,296746.020524
2033,183966.123033,297270.746031
2034,187604.114982,297530.461077
2035,189843.238909,296589.904866
2036,193430.321487,296944.5185
2037,196071.508749,296507.345372
2038,199606.039717,296948.824431
