year,Base case cost,Modeled transmission and interties
2021,147494.30473,
2022,151466.878001,
2023,154790.767335,
2024,157203.214683,
2025,160502.47045,
2026,163934.747479,
2027,166754.469805,
2028,169562.696466,
2029,172484.237536,
2030,174377.737735,
2031,178140.104565,
2032,181769.450132,
2033,185823.314175,
2034,189505.211352,
2035,191770.678416,
2036,195401.666221,
2037,198073.587143,
2038,201652.023339,
2039,204724.650287,
2040,209077.401612,
