year,Base case diesel consumed,Modeled diesel efficiency
2019,44968.8232596,40880.7484178
2020,44886.711369,40806.1012445
2021,44804.5994783,40731.4540712
2022,44640.375697,40582.1597245
2023,44558.2638063,40507.5125512
2024,44476.1519156,40432.8653778
2025,44394.040025,40358.2182045
2026,44229.8162436,40208.9238578
2027,44147.704353,40134.2766845
2028,44065.5924623,40059.6295112
2029,43901.368681,39910.3351645
2030,43819.2567903,39835.6879912
2031,43655.033009,39686.3936445
2032,43572.9211183,39611.7464712
2033,43490.8092276,39537.0992978
2034,43326.5854463,39387.8049512
2035,43244.4735556,39313.1577778
2036,43080.2497743,39163.8634312
2037,42998.1378836,39089.2162578
2038,42833.9141023,38939.9219112
