year,Base case diesel consumed,Modeled residential ashp
2017,9121.04126275,5115.8503463
2018,9121.04126275,5115.8503463
2019,9121.04126275,5115.8503463
2020,9121.04126275,5115.8503463
2021,9121.04126275,5115.8503463
2022,9121.04126275,5115.8503463
2023,11091.071965,7085.88104852
2024,11091.071965,7085.88104852
2025,11091.071965,7085.88104852
2026,11091.071965,7085.88104852
2027,11091.071965,7085.88104852
2028,11091.071965,7085.88104852
2029,11091.071965,7085.88104852
2030,11091.071965,7085.88104852
2031,11091.071965,7085.88104852
