year,Base case diesel consumed,Modeled residential ashp
2017,1238491.68078,114100.108333
2018,1236978.35564,112586.783193
2019,1227898.4048,103506.832348
2020,1221845.10424,97453.5317856
2021,1220331.77909,95940.2066449
2022,1221845.10424,97453.5317856
2023,1220331.77909,95940.2066449
2024,1220331.77909,95940.2066449
2025,1218818.45395,94426.8815042
2026,1212765.15339,88373.5809414
2027,1202171.87741,77780.3049565
2028,1188551.95114,64160.3786902
2029,1188551.95114,64160.3786902
2030,1185525.30086,61133.7284088
2031,1179472.0003,55080.4278461
