year,Base case cost,Modeled residential energy efficiency
2017,8219398.72112,8174754.46376
2018,8589158.55585,8486810.99698
2019,9047456.26821,8865766.66975
2020,9255251.45704,9035092.99091
2021,9416039.89507,9169434.08241
2022,9552013.25749,9286173.01099
2023,9618849.75744,9340987.98979
2024,9696853.55066,9406970.26186
2025,9778998.2735,9474689.15932
2026,9826215.00472,9507480.06517
2027,9837516.43616,9504355.67122
2028,9808487.38591,9463305.09982
2029,9899788.2187,9540180.10724
2030,9936748.47434,9567523.14596
2031,9994684.2738,9608628.8158
2032,10076015.1019,9673129.5143
2033,10144496.5562,9724780.83894
2034,10224675.5247,9788129.67791
2035,10171745.0138,9725581.95005
2036,10239522.2742,9774124.77664
