year,Base case cost,Modeled water and wastewater efficiency
2017,141740.857555,289184.221897
2018,148384.269893,293828.150378
2019,157288.331456,300049.642
2020,161500.607152,302991.634785
2021,164507.817479,305093.357087
2022,166794.142199,306692.431833
2023,168154.512933,307643.111762
2024,169511.868424,308591.65014
2025,171120.240734,309715.362257
2026,172539.926972,310704.992245
2027,173766.010933,311557.057963
2028,174529.336465,312083.502545
2029,176177.258497,313235.349845
2030,177175.667976,313932.047011
2031,178824.578321,315081.423811
