year,Base case diesel consumed,Modeled non-residential ashp
2017,1672991.49385,1171094.04569
2018,1672991.49385,1171094.04569
2019,1672991.49385,1171094.04569
2020,1672991.49385,1171094.04569
2021,1672991.49385,1171094.04569
2022,1672991.49385,1171094.04569
2023,1672991.49385,1171094.04569
2024,1672991.49385,1171094.04569
2025,1672991.49385,1171094.04569
2026,1672991.49385,1171094.04569
2027,1672991.49385,1171094.04569
2028,1672991.49385,1171094.04569
2029,1672991.49385,1171094.04569
2030,1672991.49385,1171094.04569
2031,1672991.49385,1171094.04569
