year,Base case diesel consumed,Modeled diesel efficiency
2019,90596.2589464,82360.2354058
2020,90596.2589464,82360.2354058
2021,90596.2589464,82360.2354058
2022,90672.7894369,82429.808579
2023,90672.7894369,82429.808579
2024,90749.3199274,82499.3817522
2025,90825.8504179,82568.9549254
2026,90902.3809084,82638.5280985
2027,90978.9113989,82708.1012717
2028,91055.4418894,82777.6744449
2029,91285.0333609,82986.3939645
2030,91438.0943419,83125.5403109
2031,91591.1553229,83264.6866572
2032,91667.6858135,83334.2598304
2033,91744.216304,83403.8330036
2034,91820.7467945,83473.4061768
2035,91897.277285,83542.97935
2036,92050.338266,83682.1256963
2037,92203.399247,83821.2720427
2038,92356.460228,83960.4183891
