year,Base case cost,Modeled diesel efficiency
2019,234644.310671,430000.666564
2020,251857.599871,440570.494333
2021,262729.150945,445494.135708
2022,272018.368311,449095.53221
2023,278365.463571,450135.7882
2024,283137.878173,449855.371708
2025,289734.462833,451341.548871
2026,297250.78557,453769.571518
2027,303869.564072,455484.886994
2028,308677.948005,455655.211609
2029,316759.065762,458899.208195
2030,321862.092084,459532.000676
2031,329728.159163,462770.546543
2032,337337.083794,465867.024018
2033,345875.695466,469898.219786
2034,354428.082627,474029.38825
2035,360237.326957,475752.190383
2036,369121.856447,480354.104631
2037,374345.800943,481709.658042
2038,383279.309946,486517.077681
