year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,10468.99,192610.6,321660.42,8822.62,291888.28,218296.48
2018,11269.35,207421.91,333341.63,9195.78,304487.2,224722.62
2019,12417.33,228267.45,363411.59,9738.58,322219.0,240980.12
2020,12996.75,238690.22,375615.78,10013.98,331084.9,247610.72
2021,13366.16,245273.02,383323.68,10190.42,336684.42,251798.47
2022,13683.43,250758.69,389746.94,10344.48,341350.68,255288.26
2023,13912.71,254598.66,394243.22,10457.6,344617.06,257731.11
2024,14092.52,257341.49,397454.85,10550.31,346950.19,259476.01
2025,14339.32,261181.46,401951.13,10676.14,350216.58,261918.86
2026,14626.01,265569.99,407089.73,10823.02,353949.59,264710.7
2027,14883.93,269409.96,418459.78,10956.44,357215.97,270668.73
2028,15083.23,272152.79,421725.04,11062.56,359549.11,272436.58
2029,15441.92,276541.33,426949.47,11260.9,363282.12,275265.15
2030,15701.83,279284.16,437281.59,11410.34,365615.25,280630.83
2031,16039.49,283672.7,442591.83,11591.84,369348.26,283496.14
2032,,,455140.56,,,290032.74
2033,,,461211.13,,,293297.53
2034,,,467281.7,,,296562.32
2035,,,471328.74,,,298738.85
2036,,,484991.8,,,305826.47
