year,annotation,Electricity price ($/kwh)
2002,,0.4
2003,,0.41
2004,,0.41
2005,,0.46
2006,,0.55
2007,,0.52
2008,,0.54
2009,,0.62
2010,,0.58
2011,,0.62
2012,,0.63
2013,,0.64
2014,,0.44
2015,,0.63
2016,start of forecast,0.5
2017,,0.53
2018,,0.56
2019,,0.59
2020,,0.6
2021,,0.61
2022,,0.62
2023,,0.62
2024,,0.63
2025,,0.63
2026,,0.64
2027,,0.64
2028,,0.65
2029,,0.65
2030,,0.66
2031,,0.66
2032,,0.67
2033,,0.67
2034,,0.68
2035,,0.69
2036,,0.69
2037,,0.7
2038,,0.7
2039,,0.71
2040,,0.71
