year,Base case cost,Modeled residential energy efficiency
2017,763840.870712,763840.870712
2018,803735.543082,803735.543082
2019,859073.314433,859073.314433
2020,883524.887821,883524.887821
2021,901541.836633,901541.836633
2022,914411.085785,914411.085785
2023,930242.719351,930242.719351
2024,938032.451695,938032.451695
2025,947120.472762,947120.472762
2026,957506.782553,957506.782553
2027,966594.803621,966594.803621
2028,974384.535964,974384.535964
2029,983472.557032,983472.557032
2030,989964.000651,989964.000651
2031,1009074.04019,1009074.04019
2032,1020860.91298,1020860.91298
2033,1031338.13325,1031338.13325
2034,1043125.00604,1043125.00604
2035,1060070.29286,1060070.29286
2036,1070638.4236,1070638.4236
