year,Base case cost,Modeled solar power (pv)
2016,284764.689213,298005.082645
2017,329948.754291,342186.246565
2018,362523.312836,373962.205413
2019,407707.377914,418179.731615
2020,427672.429925,437561.217058
2021,442383.520881,451776.373035
2022,452891.442992,461858.995654
2023,459196.196258,467807.428009
2024,465500.949525,473764.376273
2025,472856.495003,480765.852034
2026,481262.832692,488812.019838
2027,488618.37817,495830.174749
2028,494923.131436,501819.78926
2029,502278.676914,508853.671127
2030,507532.63797,513821.662395
2031,515579.686678,521548.073021
2032,525030.230833,530671.738655
2033,533430.714527,538766.6361
2034,542881.258682,547905.248958
2035,549181.621452,553941.363041
