year,Base case cost,Modeled non-residential energy efficiency
2017,1160142.27185,1243632.51171
2018,1230182.42157,1304623.75915
2019,1327334.88731,1391061.39779
2020,1370262.72101,1426918.39928
2021,1401893.75637,1452316.44227
2022,1424487.35305,1469364.97641
2023,1438043.51107,1478061.71266
2024,1451599.66908,1486851.59013
2025,1467415.18675,1497844.21946
2026,1485490.0641,1511037.46878
2027,1501305.58178,1522205.66902
2028,1514861.73979,1531346.78709
2029,1530677.25747,1542682.42479
2030,1541974.05581,1549875.26239
2031,1560048.93316,1563482.37453
