year,Base case cost,Modeled diesel efficiency
2019,407707.377914,598898.126045
2020,427672.429925,611698.445471
2021,442383.520881,619847.820911
2022,452891.442992,624298.579317
2023,459196.196258,625047.850884
2024,465500.949525,625913.895615
2025,472856.495003,627849.24231
2026,481262.832692,630851.218238
2027,488618.37817,633006.68201
2028,494923.131436,634313.084702
2029,502278.676914,636678.468486
2030,507532.63797,637234.605574
2031,515579.686678,640428.823954
2032,525030.230833,644995.539826
2033,533430.714527,648701.983872
2034,542881.258682,653455.146165
2035,549181.621452,655434.465964
2036,557582.105145,659410.836973
2037,563882.467915,661563.798541
2038,573333.01207,666664.34202
