year,Base case diesel consumed,Modeled residential energy efficiency
2017,77323.6800802,77323.6800802
2018,77323.6800802,77323.6800802
2019,77323.6800802,77323.6800802
2020,77323.6800802,77323.6800802
2021,77323.6800802,77323.6800802
2022,77323.6800802,77323.6800802
2023,78021.0112855,78021.0112855
2024,78021.0112855,78021.0112855
2025,78021.0112855,78021.0112855
2026,78021.0112855,78021.0112855
2027,78021.0112855,78021.0112855
2028,78021.0112855,78021.0112855
2029,78021.0112855,78021.0112855
2030,78021.0112855,78021.0112855
2031,78718.3424907,78718.3424907
2032,78718.3424907,78718.3424907
2033,78718.3424907,78718.3424907
2034,78718.3424907,78718.3424907
2035,79415.673696,79415.673696
2036,79415.673696,79415.673696
