year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,34206.83,747005.46,389919.47,57917.07,413136.81,373921.41
2018,36614.72,799451.2,413889.81,60401.43,430731.22,389845.74
2019,39953.97,872198.51,447138.99,63844.16,455136.38,411934.33
2020,41432.49,904342.67,461830.49,65373.23,465920.05,421694.4
2021,42518.5,928027.84,472655.8,66490.46,473865.91,428886.03
2022,43299.46,944945.82,480388.17,67302.43,479541.53,434022.91
2023,43772.0,955096.61,489401.74,67800.03,482946.9,440840.98
2024,44240.22,965247.4,494083.0,68286.1,486352.27,443949.46
2025,44788.15,977089.98,499544.47,68857.47,490325.2,447576.01
2026,45411.72,990624.37,505786.15,69503.46,494865.7,451720.63
2027,45954.61,1002466.95,511247.62,70061.47,498838.63,455347.18
2028,46420.28,1012617.74,515928.88,70540.63,502244.0,458455.66
2029,46971.3,1024460.33,521390.35,71119.76,506216.93,462082.21
2030,47365.69,1032919.32,525291.4,71535.4,509054.74,464672.6
2031,47991.61,1046453.7,536283.78,72187.09,513595.23,472790.26
2032,,,543368.43,,,477492.48
2033,,,549665.9,,,481672.23
2034,,,556750.55,,,486374.45
2035,,,566447.5,,,493622.79
2036,,,572800.76,,,497837.67
