year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,167401.36,123157.11,0.0,380897.81,198440.38
2018,0.0,180288.18,131739.79,0.0,405335.43,211171.91
2019,0.0,197377.23,143121.17,0.0,437741.84,228055.02
2020,0.0,205221.39,148345.41,0.0,452616.91,235804.65
2021,0.0,210544.21,151890.43,0.0,462710.71,241063.32
2022,0.0,214746.43,154689.13,0.0,470679.5,245214.91
2023,0.0,217267.77,150012.01,0.0,475460.78,240628.55
2024,0.0,219789.1,151622.97,0.0,480242.05,243048.33
2025,0.0,222310.44,153233.93,0.0,485023.32,245468.11
2026,0.0,225672.22,155381.87,0.0,491398.36,248694.48
2027,0.0,228473.7,157171.83,0.0,496710.88,251383.13
2028,0.0,230714.89,158603.8,0.0,500960.9,253534.05
2029,0.0,233796.52,167376.58,0.0,506804.68,264035.42
2030,0.0,235757.56,168682.64,0.0,510523.45,265972.83
2031,0.0,239119.34,170921.6,0.0,516898.48,269294.1
