year,Base case diesel consumed,Modeled non-residential ashp
2017,3866.04774334,-4538.40388942
2018,3866.04774334,-4538.40388942
2019,3866.04774334,-4538.40388942
2020,3866.04774334,-4538.40388942
2021,3866.04774334,-4538.40388942
2022,3866.04774334,-4538.40388942
2023,3866.04774334,-4538.40388942
2024,3866.04774334,-4538.40388942
2025,3866.04774334,-4538.40388942
2026,3866.04774334,-4538.40388942
2027,3866.04774334,-4538.40388942
2028,3866.04774334,-4538.40388942
2029,3866.04774334,-4538.40388942
2030,3866.04774334,-4538.40388942
2031,3866.04774334,-4538.40388942
