year,Base case diesel consumed,Modeled residential ashp
2017,2949.32150726,-15708.6820855
2018,2949.32150726,-15708.6820855
2019,2949.32150726,-15708.6820855
2020,2949.32150726,-15708.6820855
2021,2949.32150726,-15708.6820855
2022,2949.32150726,-15708.6820855
2023,2829.43207948,-15828.5715133
2024,2829.43207948,-15828.5715133
2025,2829.43207948,-15828.5715133
2026,2829.43207948,-15828.5715133
2027,2829.43207948,-15828.5715133
2028,2829.43207948,-15828.5715133
2029,2949.32150726,-15708.6820855
2030,2949.32150726,-15708.6820855
2031,2949.32150726,-15708.6820855
