year,Base case cost,Modeled diesel efficiency
2019,508751.054971,633620.860874
2020,533439.14776,652053.958907
2021,550191.782153,663367.002754
2022,562575.367453,670799.979663
2023,570498.964177,674268.066088
2024,577556.658865,677036.511999
2025,585468.393918,680666.84983
2026,596017.373988,686778.171126
2027,604808.190714,691372.693174
2028,611840.844094,694448.50495
2029,623374.34292,701693.748767
2030,630487.392075,704996.333558
2031,641083.818833,711539.777524
2032,651680.24559,718155.63564
2033,661288.199703,723943.599123
2034,672750.528497,731486.417426
2035,678922.551695,734287.307829
2036,690384.880489,741963.427337
2037,698481.130436,746643.791786
2038,709077.557194,753659.853612
