year,Base case cost,Modeled residential energy efficiency
2017,321597.488497,326277.090716
2018,342911.697804,346035.013898
2019,371176.192755,372401.325983
2020,384150.059289,384264.453598
2021,392953.754438,392179.799169
2022,399904.040081,398346.20964
2023,390640.553713,388450.146864
2024,394671.295043,391858.173705
2025,398702.036372,395275.831353
2026,404076.358145,399975.874485
2027,408554.959622,403836.448672
2028,412137.840804,406857.338633
2029,431412.001665,425507.667409
2030,434655.468299,428229.989218
2031,440215.696814,433159.759556
