year,Base case cost,Modeled transmission and interties
2021,582293.86361,
2022,597535.927599,
2023,608839.406264,
2024,616213.006866,
2025,627484.558899,
2026,640692.025753,
2027,652412.001834,
2028,661686.688205,
2029,672897.289397,
2030,680192.524632,
2031,693835.354639,
2032,707478.184646,
2033,721121.014653,
2034,736712.820375,
2035,746457.698951,
2036,760666.501057,
2037,770418.635686,
2038,784071.624167,
2039,796366.27961,
2040,814538.337619,
