year,Base case cost,Modeled non-residential energy efficiency
2017,1232170.80223,1304828.59199
2018,1292622.68993,1356513.441
2019,1374837.2572,1428481.11011
2020,1415944.54084,1462430.38464
2021,1442543.37143,1483023.80193
2022,1461887.97549,1496985.85802
2023,1476396.42854,1506556.57863
2024,1486068.73057,1511733.77925
2025,1500577.18362,1521484.37543
2026,1517503.71218,1533564.02232
2027,1532012.16522,1543486.1615
2028,1544102.54276,1551248.80641
2029,1558610.99581,1561334.54171
2030,1568283.29784,1567014.68639
2031,1585209.8264,1579498.70107
