year,Base case diesel consumed,Modeled residential ashp
2017,15460.8112097,-88368.4535643
2018,15460.8112097,-88368.4535643
2019,15645.8353537,-88183.4294203
2020,15645.8353537,-88183.4294203
2021,15830.8594977,-87998.4052763
2022,15830.8594977,-87998.4052763
2023,16015.8836417,-87813.3811323
2024,16015.8836417,-87813.3811323
2025,16200.9077857,-87628.3569883
2026,16200.9077857,-87628.3569883
2027,16385.9319297,-87443.3328443
2028,16385.9319297,-87443.3328443
2029,16385.9319297,-87443.3328443
2030,16570.9560737,-87258.3087003
2031,16570.9560737,-87258.3087003
