year,Base case cost,Modeled residential energy efficiency
2017,1119183.76887,1109759.83584
2018,1215432.41238,1197729.40501
2019,1335581.29122,1307689.77604
2020,1417648.40049,1383732.16711
2021,1488606.76902,1449969.7252
2022,1555214.29864,1512444.45282
2023,1628382.12722,1582066.26859
2024,1686908.3956,1637453.46001
2025,1748325.00014,1695600.77254
2026,1826814.17553,1770510.64268
2027,1892409.84477,1832751.87268
2028,1966152.77591,1903542.81044
2029,2036073.95627,1970020.07215
2030,2109181.82622,2040441.7045
2031,2193411.70151,2121312.71298
2032,2266525.41395,2191108.5954
2033,2353259.52311,2274564.94951
2034,2444114.11841,2362002.26276
2035,2524930.41192,2440154.14355
2036,2618421.04287,2530303.03367
