year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,24568.12,1690119.0,1690119.0
2004,,24568.12,1675244.0,1675244.0
2005,,24568.12,1687102.0,1687102.0
2006,,24568.12,1705701.0,1705701.0
2007,,24568.12,1669279.0,1669279.0
2008,,24568.12,1692345.0,1692345.0
2009,,24568.12,1757650.0,1757650.0
2010,,24568.12,1721912.0,1721912.0
2011,,24568.12,1770301.0,1770301.0
2012,,24568.12,1833102.0,1833102.0
2013,,24568.12,1835094.0,1835094.0
2014,,24568.12,1721899.0,1721899.0
2015,,24568.12,1809641.0,1809641.0
2016,start of forecast,24568.12,1789000.0,1789000.0
2017,,24568.12,1786000.0,1786000.0
2018,,24568.12,1783000.0,1783000.0
2019,,24568.12,1779000.0,1779000.0
2020,,24568.12,1776000.0,1776000.0
2021,,24568.12,1772000.0,1772000.0
2022,,24568.12,1769000.0,1769000.0
2023,,24568.12,1765000.0,1765000.0
2024,,24568.12,1762000.0,1762000.0
2025,,24568.12,1758000.0,1758000.0
2026,,24568.12,1754000.0,1754000.0
2027,,24568.12,1751000.0,1751000.0
2028,,24568.12,1747000.0,1747000.0
2029,,24568.12,1743000.0,1743000.0
2030,,24568.12,1739000.0,1739000.0
2031,,24568.12,1735000.0,1735000.0
2032,,24568.12,1731000.0,1731000.0
2033,,24568.12,1727000.0,1727000.0
2034,,24568.12,1723000.0,1723000.0
2035,,24568.12,1719000.0,1719000.0
2036,,24568.12,1714000.0,1714000.0
2037,,24568.12,1710000.0,1710000.0
2038,,24568.12,1705000.0,1705000.0
2039,,24568.12,1701000.0,1701000.0
2040,,24568.12,1696000.0,1696000.0
