year,Base case cost,Modeled diesel efficiency
2019,464633.207647,667472.590236
2020,491680.658453,686317.148321
2021,509085.468434,696530.295078
2022,522744.259461,703469.440551
2023,532098.859784,706624.074552
2024,539083.468832,707749.551047
2025,547042.639783,709883.434358
2026,557577.75843,714478.660026
2027,567077.125222,718249.062346
2028,573603.555856,719430.827885
2029,583996.14669,724238.644385
2030,589144.310987,724387.55025
2031,599441.3858,729323.484844
2032,609684.732851,734314.287984
2033,619874.35214,739357.528856
2034,631295.978859,745619.683924
2035,637526.906802,747259.611166
2036,648462.745007,753271.055004
2037,654605.619118,755017.373474
2038,665414.600107,761095.563055
