year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,133274.7,2833.82,95741.25,105938.7
2018,133050.83,2858.16,95741.25,110005.63
2019,132752.35,2882.93,95741.25,114072.56
2020,132528.48,2908.03,95741.25,118139.49
2021,132229.99,2933.48,95741.25,122206.42
2022,132006.13,2959.37,95741.25,126273.35
2023,131707.64,2985.81,95741.25,131357.02
2024,131483.77,3012.74,95741.25,135423.95
2025,131185.29,3039.91,95741.25,139490.88
2026,130886.8,3067.31,95741.25,144574.55
2027,130662.93,3095.28,95741.25,148641.48
2028,130364.44,3123.29,95741.25,153725.14
2029,130065.96,3152.01,95741.25,157792.07
2030,129767.47,3181.15,95741.25,162875.74
2031,129468.98,3210.67,95741.25,167959.4
2032,129170.49,,,172026.34
2033,128872.01,,,177110.0
2034,128573.52,,,182193.66
2035,128275.03,,,187277.33
2036,127901.92,,,192360.99
