year,Base case diesel consumed,Modeled diesel efficiency
2019,132752.345042,120683.950038
2020,132528.479367,120480.435788
2021,132229.991801,120209.083456
2022,132006.126127,120005.569206
2023,131707.63856,119734.216873
2024,131483.772886,119530.702623
2025,131185.28532,119259.350291
2026,130886.797753,118987.997958
2027,130662.932079,118784.483708
2028,130364.444513,118513.131375
2029,130065.956947,118241.779042
2030,129767.46938,117970.426709
2031,129468.981814,117699.074377
2032,129170.494248,117427.722044
2033,128872.006682,117156.369711
2034,128573.519116,116885.017378
2035,128275.03155,116613.665045
2036,127901.922092,116274.474629
2037,127603.434526,116003.122296
2038,127230.325068,115663.93188
