year,Base case cost,Modeled residential energy efficiency
2017,1271522.70179,1172584.17207
2018,1339540.223,1228917.04216
2019,1413274.11276,1287831.10705
2020,1454964.10019,1321689.86417
2021,1481860.86628,1342978.47038
2022,1520466.82942,1376808.75347
2023,1535430.68409,1388027.03252
2024,1546313.48748,1395796.4378
2025,1561277.34215,1407087.06874
2026,1577601.54724,1419574.43505
2027,1592565.4019,1430934.06612
2028,1604808.55572,1440003.33672
2029,1619772.41039,1451428.77145
2030,1629294.86336,1458238.65098
2031,1646979.41887,1472050.49342
2032,1644586.3011,1466013.46564
2033,1662069.19905,1479683.4986
2034,1679552.09701,1493382.40774
2035,1691655.64175,1502524.25986
2036,1689676.63508,1496817.00225
