year,Base case diesel consumed,Modeled diesel efficiency
2019,130361.313423,118510.28493
2020,130220.450116,118382.227378
2021,130290.88177,118446.256154
2022,130502.17673,118638.342482
2023,130924.76665,119022.515137
2024,130995.198304,119086.543913
2025,131065.629957,119150.572688
2026,130924.76665,119022.515137
2027,130854.334997,118958.486361
2028,130713.47169,118830.428809
2029,130502.17673,118638.342482
2030,130572.608383,118702.371258
2031,130502.17673,118638.342482
2032,130220.450116,118382.227378
2033,130079.586809,118254.169827
2034,129938.723503,118126.112275
2035,129868.291849,118062.083499
2036,129727.428542,117934.025948
2037,129797.860196,117998.054723
2038,129797.860196,117998.054723
