year,Base case cost,Modeled diesel efficiency
2019,889064.157545,1057262.22012
2020,928471.809328,1087250.90318
2021,955032.163371,1105697.01657
2022,977461.303707,1120521.06698
2023,995028.226543,1131055.37461
2024,1006043.12297,1135760.69198
2025,1021001.25737,1144175.18266
2026,1035614.9042,1152397.99847
2027,1049451.76668,1160033.29474
2028,1060086.25541,1164873.20938
2029,1072727.89272,1171650.9562
2030,1082446.9235,1175882.28762
2031,1098828.32807,1186278.23225
2032,1112082.64399,1193936.74971
2033,1127790.01764,1203928.23041
2034,1143460.76682,1213986.915
2035,1154529.11454,1219959.74162
2036,1170141.40545,1230159.26883
2037,1181160.52778,1236276.78509
2038,1198034.24961,1247808.06767
