year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,156810.0,116553.879937
2018,156810.0,116553.879937
2019,156810.0,116553.879937
2020,156810.0,116553.879937
2021,156810.0,116553.879937
2022,156810.0,116553.879937
2023,156810.0,116553.879937
2024,156810.0,116553.879937
2025,156810.0,116553.879937
2026,156810.0,116553.879937
2027,156810.0,116553.879937
2028,156810.0,116553.879937
2029,156810.0,116553.879937
2030,156810.0,116553.879937
2031,156810.0,116553.879937
2032,,
2033,,
2034,,
2035,,
2036,,
