year,Base case cost,Modeled non-residential energy efficiency
2017,2110693.90278,2047396.20988
2018,2228210.48921,2151386.85458
2019,2383332.38329,2289807.38201
2020,2456192.66687,2353161.47908
2021,2503199.30144,2392974.15403
2022,2540804.6091,2424272.30088
2023,2566658.25811,2444907.25195
2024,2585460.91194,2459171.23087
2025,2611314.56095,2479944.3021
2026,2639518.54169,2502930.96548
2027,2665372.19071,2523835.75837
2028,2686525.17626,2540510.20507
2029,2712378.82528,2561540.61751
2030,2728831.14738,2574043.83882
2031,2759385.45985,2599487.95215
