year,Base case cost,Modeled diesel efficiency
2019,1031723.41743,1234934.13208
2020,1085738.31258,1277077.55676
2021,1123291.88138,1304419.28834
2022,1150944.73946,1322919.69906
2023,1170835.68548,1334519.41711
2024,1186752.05266,1342657.82602
2025,1205357.6488,1353389.37175
2026,1227475.99443,1367459.23158
2027,1246524.81662,1378880.12473
2028,1262011.59459,1387200.98852
2029,1280167.34087,1398083.14081
2030,1290790.28345,1402249.08052
2031,1312008.70217,1416175.97313
2032,1336438.49964,1433147.98641
2033,1361000.2797,1450362.72358
2034,1387005.12898,1469009.20484
2035,1402567.79595,1478279.84675
2036,1427471.6397,1496156.7778
2037,1440152.41434,1503033.45896
2038,1463596.8503,1519804.3015
