year,Base case diesel consumed,Modeled residential ashp
2017,13152.5224476,800.856168458
2018,13152.5224476,800.856168458
2019,12499.5542376,147.887958504
2020,12499.5542376,147.887958504
2021,12499.5542376,147.887958504
2022,11846.5860277,-505.08025145
2023,11846.5860277,-505.08025145
2024,11193.6178177,-1158.0484614
2025,11193.6178177,-1158.0484614
2026,10540.6496078,-1811.01667136
2027,10540.6496078,-1811.01667136
2028,9887.6813978,-2463.98488131
2029,9234.71318785,-3116.95309127
2030,9234.71318785,-3116.95309127
2031,8581.7449779,-3769.92130122
