year,Base case diesel consumed,Modeled residential ashp
2017,208626.441873,100338.892485
2018,210596.472575,102308.923187
2019,210596.472575,102308.923187
2020,210596.472575,102308.923187
2021,210596.472575,102308.923187
2022,210596.472575,102308.923187
2023,210596.472575,102308.923187
2024,210596.472575,102308.923187
2025,210596.472575,102308.923187
2026,210596.472575,102308.923187
2027,212566.503277,104278.953889
2028,212566.503277,104278.953889
2029,212566.503277,104278.953889
2030,212566.503277,104278.953889
2031,212566.503277,104278.953889
