year,Base case cost,Modeled non-residential energy efficiency
2017,1825030.16825,1730285.35848
2018,1918293.30167,1812902.75075
2019,2042644.14624,1923059.27378
2020,2102228.92594,1975842.60773
2021,2141088.56486,2010266.52117
2022,2172176.27601,2037805.65193
2023,2192901.41677,2056165.07243
2024,2208445.27234,2069934.63781
2025,2229170.4131,2088294.05832
2026,2252486.19646,2108948.40639
2027,2273211.33722,2127307.82689
2028,2291345.83539,2143372.31983
2029,2314661.61874,2164026.6679
2030,2327614.83172,2175501.30571
2031,2353521.25767,2198450.58135
