year,Base case diesel consumed,Modeled non-residential ashp
2017,208626.441873,165028.129307
2018,210596.472575,166998.160009
2019,210596.472575,166998.160009
2020,210596.472575,166998.160009
2021,210596.472575,166998.160009
2022,210596.472575,166998.160009
2023,210596.472575,166998.160009
2024,210596.472575,166998.160009
2025,210596.472575,166998.160009
2026,210596.472575,166998.160009
2027,212566.503277,168968.190712
2028,212566.503277,168968.190712
2029,212566.503277,168968.190712
2030,212566.503277,168968.190712
2031,212566.503277,168968.190712
