year,Base case diesel consumed,Modeled non-residential ashp
2017,394300.311294,248867.599374
2018,394300.311294,248867.599374
2019,394300.311294,248867.599374
2020,396802.872393,251370.160473
2021,396802.872393,251370.160473
2022,396802.872393,251370.160473
2023,396802.872393,251370.160473
2024,396802.872393,251370.160473
2025,396802.872393,251370.160473
2026,396802.872393,251370.160473
2027,399305.433492,253872.721572
2028,399305.433492,253872.721572
2029,399305.433492,253872.721572
2030,399305.433492,253872.721572
2031,401807.994591,256375.282671
