year,Base case cost,Modeled residential energy efficiency
2017,2039328.46194,1801764.77412
2018,2143970.81775,1884414.82167
2019,2289307.42303,1999206.55437
2020,2370334.36855,2066182.8585
2021,2420046.19144,2105509.42472
2022,2455136.88996,2133269.35381
2023,2478530.68896,2151775.9732
2024,2499000.2631,2167969.26517
2025,2522394.0621,2186475.88457
2026,2551636.31086,2209609.15881
2027,2593368.42852,2245843.1994
2028,2613960.45204,2262158.94076
2029,2640435.91085,2283136.32251
2030,2658086.21673,2297121.24368
2031,2703477.25561,2336403.30804
2032,2733069.35977,2359886.43768
2033,2765620.67435,2385717.8803
2034,2798171.98893,2411549.32291
2035,2818886.46185,2427987.51366
2036,2851437.77643,2453818.95627
