year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,393080.06,162573.29,0.0,413256.47,143450.48
2018,0.0,420058.34,171905.15,0.0,431930.05,149932.49
2019,0.0,459299.48,181755.79,0.0,459091.62,157147.53
2020,0.0,476467.47,187575.04,0.0,470974.8,161215.16
2021,0.0,489956.61,192147.31,0.0,480311.59,164411.15
2022,0.0,498540.61,195056.94,0.0,486253.19,166444.96
2023,0.0,505898.32,197550.91,0.0,491345.98,168188.23
2024,0.0,510803.47,195132.99,0.0,494741.18,166965.19
2025,0.0,516934.89,197168.72,0.0,498985.17,168397.45
2026,0.0,524292.61,195437.38,0.0,504077.96,167685.94
2027,0.0,531650.32,197829.18,0.0,509170.76,169380.1
2028,0.0,536555.46,195164.34,0.0,512565.95,168038.39
2029,0.0,543913.17,197505.06,0.0,517658.75,169708.0
2030,0.0,548818.32,199065.53,0.0,521053.94,170821.07
2031,0.0,556176.03,197010.65,0.0,526146.74,169954.05
2032,,,199681.88,,,171873.29
2033,,,201971.51,,,173518.34
2034,,,200076.87,,,172819.1
2035,,,201569.23,,,173899.44
2036,,,199521.33,,,173126.54
