year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,122628.547592,90745.1252184
2018,122628.547592,90745.1252184
2019,122628.547592,90745.1252184
2020,122628.547592,90745.1252184
2021,122628.547592,90745.1252184
2022,122628.547592,90745.1252184
2023,122628.547592,90745.1252184
2024,122628.547592,90745.1252184
2025,122628.547592,90745.1252184
2026,122628.547592,90745.1252184
2027,122628.547592,90745.1252184
2028,122628.547592,90745.1252184
2029,122628.547592,90745.1252184
2030,122628.547592,90745.1252184
2031,122628.547592,90745.1252184
