year,Base case cost,Modeled biomass for heat (cordwood)
2017,393081.510579,549035.97186
2018,420059.890579,568984.208383
2019,459301.170579,597999.825144
2020,476469.230579,610694.157477
2021,489958.420579,620668.275738
2022,498542.450579,627015.441905
2023,505900.190579,632455.870047
2024,510805.350579,636082.822143
2025,516936.800579,640616.512261
2026,524294.540579,646056.940404
2027,531652.280579,651497.368547
2028,536557.440579,655124.320642
2029,543915.180579,660564.748785
2030,548820.340579,664191.70088
2031,556178.080579,669632.129022
2032,,
2033,,
2034,,
2035,,
2036,,
