year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,30881.48,637534.57,458632.15,-1598.69,-25545.51,-7594.39
2018,34576.15,713307.13,520788.77,3998.64,63842.23,19215.34
2019,39668.82,817820.99,601478.57,11729.96,187135.68,56669.94
2020,41977.81,864852.23,645340.1,15219.27,242617.73,74367.45
2021,43655.08,898819.24,680321.63,17746.29,282688.1,87693.84
2022,44952.1,924947.7,705056.4,19695.44,313511.46,97834.58
2023,45869.04,943237.63,729110.24,21065.79,335087.81,105805.2
2024,46531.4,956301.86,744334.77,22049.47,350499.49,111318.7
2025,47450.44,974591.79,769018.86,23423.39,372075.85,119545.44
2026,48496.95,995494.56,790848.69,24992.87,396734.53,128200.68
2027,49291.18,1011171.64,814143.33,26176.63,415228.55,135710.28
2028,50086.18,1026848.72,832269.91,27361.93,433722.57,142555.61
2029,51131.74,1047751.49,860444.28,28934.54,458381.26,152353.22
2030,51669.09,1058202.88,874699.54,29730.94,470710.6,157320.33
2031,52719.23,1079105.65,897761.86,31308.65,495369.29,166476.43
2032,,,929146.41,,,177731.08
2033,,,958805.37,,,188132.0
2034,,,985021.85,,,198722.38
2035,,,1008677.75,,,206226.29
2036,,,1041812.99,,,218192.39
