year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,514724.47,12656.34,261284.66,187964.0
2018,518232.96,12665.26,261284.66,190765.12
2019,521522.17,12673.74,261284.66,192165.68
2020,524811.38,12682.12,261284.66,194966.8
2021,528027.49,12690.43,261284.66,197767.92
2022,531170.51,12698.33,261284.66,199168.48
2023,534167.34,12706.11,261284.66,201969.6
2024,537091.08,12713.5,261284.66,203370.16
2025,540087.92,12721.3,261284.66,206171.27
2026,543084.75,12728.86,261284.66,207571.83
2027,546154.68,12736.74,261284.66,210372.95
2028,549224.61,12744.57,261284.66,211773.51
2029,551709.79,12751.06,261284.66,214574.63
2030,554341.15,12757.8,261284.66,215975.19
2031,557191.8,12764.95,261284.66,217375.75
2032,560334.82,,,220176.87
2033,563624.03,,,222977.99
2034,566986.33,,,224378.55
2035,570202.44,,,227179.67
2036,573345.46,,,229980.79
