year,Base case cost,Modeled non-residential energy efficiency
2017,611989.060829,906844.146565
2018,777149.36,1042008.63334
2019,1004956.6692,1231162.96913
2020,1107469.95834,1312808.85706
2021,1181507.33383,1370136.85428
2022,1238459.16113,1412930.97269
2023,1278325.44024,1441187.75654
2024,1306801.35389,1459797.60636
2025,1346667.633,1488332.3278
2026,1392229.09484,1521894.92703
2027,1426400.19122,1545800.93507
2028,1460571.2876,1569834.83322
2029,1506132.74944,1603781.17468
2030,1528913.48036,1618274.38031
2031,1574474.9422,1652461.7942
