year,Base case diesel consumed,Modeled diesel efficiency
2019,521522.168106,474111.061915
2020,524811.375894,477101.250812
2021,528027.490175,480024.991068
2022,531170.51095,482882.282682
2023,534167.344712,485606.677011
2024,537091.084968,488264.622698
2025,540087.91873,490989.017027
2026,543084.752492,493713.411356
2027,546154.67976,496504.254327
2028,549224.607029,499295.097299
2029,551709.786246,501554.351133
2030,554341.152476,503946.502251
2031,557191.799225,506537.999296
2032,560334.82,509395.290909
2033,563624.027788,512385.479807
2034,566986.329082,515442.117347
2035,570202.443363,518365.857603
2036,573345.464138,521223.149216
2037,576342.2979,523947.543545
2038,579412.225168,526738.386517
