year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,87915.42,5417246.0,5417246.0
2004,,87915.42,5152986.0,5152986.0
2005,,87915.42,5372490.0,5372490.0
2006,,87915.42,5856453.0,5856453.0
2007,,87915.42,6449000.0,6449000.0
2008,,87915.42,6406000.0,6406000.0
2009,,87915.42,6265027.0,6265027.0
2010,,87915.42,6276643.0,6276643.0
2011,,87915.42,6210600.0,6210600.0
2012,,87915.42,6803947.0,6803947.0
2013,,87915.42,6670380.0,6670380.0
2014,,87915.42,6721970.0,6721970.0
2015,,87915.42,7296270.0,7296270.0
2016,start of forecast,87915.42,6993000.0,6993000.0
2017,,87915.42,7042000.0,7042000.0
2018,,87915.42,7090000.0,7090000.0
2019,,87915.42,7135000.0,7135000.0
2020,,87915.42,7180000.0,7180000.0
2021,,87915.42,7224000.0,7224000.0
2022,,87915.42,7267000.0,7267000.0
2023,,87915.42,7308000.0,7308000.0
2024,,87915.42,7348000.0,7348000.0
2025,,87915.42,7389000.0,7389000.0
2026,,87915.42,7430000.0,7430000.0
2027,,87915.42,7472000.0,7472000.0
2028,,87915.42,7514000.0,7514000.0
2029,,87915.42,7548000.0,7548000.0
2030,,87915.42,7584000.0,7584000.0
2031,,87915.42,7623000.0,7623000.0
2032,,87915.42,7666000.0,7666000.0
2033,,87915.42,7711000.0,7711000.0
2034,,87915.42,7757000.0,7757000.0
2035,,87915.42,7801000.0,7801000.0
2036,,87915.42,7844000.0,7844000.0
2037,,87915.42,7885000.0,7885000.0
2038,,87915.42,7927000.0,7927000.0
2039,,87915.42,7971000.0,7971000.0
2040,,87915.42,8018000.0,8018000.0
