year,Base case cost,Modeled transmission and interties
2021,1816414.5662,
2022,1880343.60876,
2023,1928344.11441,
2024,1965753.37098,
2025,2014527.93686,
2026,2069152.90699,
2027,2113618.61067,
2028,2158452.70562,
2029,2212356.24285,
2030,2245081.66753,
2031,2301202.1308,
2032,2364612.9404,
2033,2423583.31949,
2034,2489069.98467,
2035,2531698.84853,
2036,2597254.95254,
2037,2639647.72438,
2038,2705855.09154,
2039,2761658.32899,
2040,2836548.47377,
