year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,5665.31,635964.59,506722.91,25020.53,1422260.66,684335.44
2018,6382.18,710255.56,549190.75,25246.7,1430920.77,695018.14
2019,7295.31,809310.18,599641.04,25477.77,1442467.59,702816.05
2020,7767.43,858837.49,626335.35,25608.54,1448241.0,707827.25
2021,8102.3,891855.7,647846.13,25715.87,1452089.94,714116.55
2022,8360.17,919370.87,661382.55,25780.99,1455297.38,715693.92
2023,8506.81,935879.98,669504.4,25811.47,1457221.85,716640.35
2024,8604.4,949637.57,673452.81,25811.81,1458825.58,715214.75
2025,8756.1,968898.19,680029.5,25828.65,1461070.79,714097.81
2026,8939.85,990910.33,690768.32,25859.09,1463636.75,715351.92
2027,9098.18,1007419.43,698822.45,25902.18,1465561.22,716292.51
2028,9256.87,1023928.53,706876.57,25945.34,1467485.69,717233.09
2029,9251.63,1043189.15,695191.17,25816.89,1469730.9,702714.56
2030,9212.0,1054195.22,685231.19,25712.01,1471013.88,692164.05
2031,9315.79,1076207.36,686189.9,25676.18,1473579.84,686661.38
2032,,,703769.57,,,692488.65
2033,,,723447.53,,,700427.01
2034,,,744699.26,,,708542.09
2035,,,754467.88,,,711560.64
2036,,,762939.09,,,710689.07
