year,Base case cost,Modeled non-residential energy efficiency
2017,2058225.25188,2013235.42977
2018,2141176.33143,2086105.02889
2019,2251777.77083,2186041.96213
2020,2307078.49053,2232387.33484
2021,2343945.637,2260983.4678
2022,2374668.25905,2283775.11498
2023,2393101.83229,2294783.87751
2024,2408463.14331,2302967.49023
2025,2429968.97875,2317283.77913
2026,2454547.0764,2334741.82688
2027,2472980.64963,2346376.38703
2028,2491414.22287,2358158.33832
2029,2512920.0583,2373071.43431
2030,2525209.10713,2379163.46923
2031,2549787.20477,2397341.60512
