year,Base case cost,Modeled residential energy efficiency
2017,1191058.3459,1300549.64738
2018,1244208.88664,1341729.38291
2019,1302457.08718,1385773.48823
2020,1334162.6038,1408085.05025
2021,1361962.67557,1428167.05035
2022,1377076.47146,1436192.20559
2023,1386144.749,1439320.6901
2024,1388667.56539,1436267.19674
2025,1394127.30686,1435728.80504
2026,1406120.24747,1441560.41065
2027,1415114.95293,1445011.19191
2028,1424109.65839,1448555.21028
2029,1397905.731,1416730.67963
2030,1377395.23412,1391471.40133
2031,1372851.27457,1381221.62217
2032,1396258.22072,1398746.57939
2033,1423874.54156,1420824.69045
2034,1453241.35123,1444473.19264
2035,1466028.52294,1452664.90376
2036,1473628.15868,1454702.33086
