year,Base case cost,Modeled water and wastewater efficiency
2017,30685.8469786,38938.9206858
2018,31628.8745885,39134.6698711
2019,32773.0762057,39427.744225
2020,33375.9636553,39445.2340263
2021,33818.1735659,39388.9329289
2022,34141.1666137,39267.7847383
2023,34318.2755863,39073.6220459
2024,34416.216877,38837.4322955
2025,34584.7492294,38646.2964738
2026,34798.9392569,38487.8545935
2027,35000.3628871,38336.1013415
2028,35202.2162761,38190.6575001
2029,35068.5179203,37823.8141442
2030,34924.0100497,37469.2676869
2031,34991.9788911,37245.5444277
