year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,6655576.62,4611.86,192305.96,126713.22
2018,6651229.46,4580.26,192305.96,125647.48
2019,6645433.25,4538.64,192305.96,124581.73
2020,6640578.92,4503.33,192305.96,123515.99
2021,6635797.04,4468.89,192305.96,122450.25
2022,6630435.54,4430.39,192305.96,121384.5
2023,6624494.42,4387.35,192305.96,120318.76
2024,6618770.66,4345.82,192305.96,118187.27
2025,6611887.65,4296.37,192305.96,117121.53
2026,6605801.62,4252.3,192305.96,116055.79
2027,6598991.07,4203.15,192305.96,113924.3
2028,6593122.4,4160.76,192305.96,112858.56
2029,6587181.28,4118.05,192305.96,110727.07
2030,6578776.77,4057.48,192305.96,109661.33
2031,6570806.97,3999.65,192305.96,107529.85
2032,6565445.48,,,106464.1
2033,6560518.69,,,105398.36
2034,6554215.31,,,103266.87
2035,6548346.64,,,102201.13
2036,6541825.9,,,101135.39
