year,Base case diesel consumed,Modeled non-residential ashp
2017,176166.268231,118474.481024
2018,174684.592122,116992.804915
2019,173202.916013,115511.128806
2020,171721.239904,114029.452697
2021,170239.563795,112547.776588
2022,168757.887686,111066.100479
2023,167276.211577,109584.424369
2024,164312.859358,106621.072151
2025,162831.183249,105139.396042
2026,161349.50714,103657.719933
2027,158386.154922,100694.367715
2028,156904.478813,99212.6916057
2029,153941.126595,96249.3393875
2030,152459.450486,94767.6632784
2031,149496.098267,91804.3110602
