year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,4611.86242444,2997.71057588
2018,4580.25779182,2977.16756468
2019,4538.64237537,2950.11754399
2020,4503.32842041,2927.16347326
2021,4468.89450423,2904.78142775
2022,4430.3893806,2879.75309739
2023,4387.3456146,2851.77464949
2024,4345.81655709,2824.78076211
2025,4296.36577978,2792.63775686
2026,4252.30215575,2763.99640124
2027,4203.14883703,2732.04674407
2028,4160.76030239,2704.49419655
2029,4118.04689363,2676.73048086
2030,4057.47500318,2637.35875207
2031,3999.64603734,2599.76992427
