year,Base case diesel consumed,Modeled residential energy efficiency
2017,126713.218008,94479.2302467
2018,125647.475117,93413.4873567
2019,124581.732227,92347.7444667
2020,123515.989337,91282.0015767
2021,122450.246447,90216.2586866
2022,121384.503557,89150.5157966
2023,120318.760667,88084.7729066
2024,118187.274887,85953.2871266
2025,117121.531997,84887.5442365
2026,116055.789107,83821.8013465
2027,113924.303327,81690.3155665
2028,112858.560437,80624.5726765
2029,110727.074657,78493.0868964
2030,109661.331767,77427.3440064
2031,107529.845987,75295.8582264
2032,106464.103097,74230.1153363
2033,105398.360207,73164.3724463
2034,103266.874427,71032.8866663
2035,102201.131537,69967.1437762
2036,101135.388647,68901.4008862
