year,Base case cost,Modeled non-residential energy efficiency
2017,1402716.14595,1317544.6649
2018,1481230.20312,1389144.9454
2019,1588823.54073,1487263.84831
2020,1644074.17356,1537649.23088
2021,1678969.31008,1569471.57777
2022,1708048.59051,1595990.20018
2023,1725496.15877,1611901.37363
2024,1742943.72703,1627812.54707
2025,1760391.29529,1643723.72052
2026,1783654.71964,1664938.61844
2027,1804010.21595,1683501.65413
2028,1821457.78421,1699412.82757
2029,1841813.28051,1717975.86326
2030,1856352.92073,1731235.17446
2031,1879616.34508,1752450.07239
