year,Base case diesel consumed,Modeled residential ashp
2017,176166.268231,49453.050097
2018,174684.592122,47971.3739879
2019,173202.916013,46489.6978788
2020,171721.239904,45008.0217697
2021,170239.563795,43526.3456606
2022,168757.887686,42044.6695515
2023,167276.211577,40562.9934424
2024,164312.859358,37599.6412242
2025,162831.183249,36117.9651151
2026,161349.50714,34636.289006
2027,158386.154922,31672.9367878
2028,156904.478813,30191.2606787
2029,153941.126595,27227.9084605
2030,152459.450486,25746.2323514
2031,149496.098267,22782.8801332
