year,population
2003,376.0
2004,388.0
2005,374.0
2006,392.0
2007,370.0
2008,352.0
2009,355.0
2010,350.0
2011,352.0
2012,348.0
2013,345.0
2014,343.0
2015,341.0
2016,339.0
2017,336.0
2018,334.0
2019,331.0
2020,329.0
2021,326.0
2022,323.0
2023,320.0
2024,317.0
2025,313.0
2026,310.0
2027,307.0
2028,304.0
2029,300.0
2030,296.0
2031,292.0
2032,289.0
2033,286.0
2034,283.0
2035,280.0
2036,277.0
2037,273.0
2038,270.0
2039,267.0
2040,265.0
