year,Base case cost,Modeled water and wastewater efficiency
2017,23992.7070487,30981.5970188
2018,25615.5654545,32084.184089
2019,27809.8064921,33575.0546108
2020,28830.0156496,34267.0877929
2021,29384.6042167,34642.1862836
2022,29771.7143669,34902.9723237
2023,29862.9098307,34961.9720689
2024,29957.0816549,35023.1067648
2025,29988.7573367,35041.1255578
2026,30172.8379947,35163.2890656
2027,30249.2809696,35211.8070808
2028,30305.0151162,35246.7114979
2029,30410.5189447,35315.47617
2030,30256.4142456,35206.2168395
2031,30287.6204009,35223.315155
